Start Read Seconds;Start Read Milliseconds;End Read Seconds;End Read Milliseconds;Difference
1468102564;820;1468102564;822;1
1468102564;823;1468102564;824;1
1468102564;825;1468102564;827;1
1468102564;828;1468102564;830;1
1468102564;830;1468102564;832;1
1468102564;833;1468102564;835;1
1468102564;835;1468102564;837;1
1468102564;838;1468102564;840;2
1468102564;841;1468102564;843;1
1468102564;844;1468102564;846;1
1468102564;847;1468102564;849;1
1468102564;849;1468102564;851;1
1468102564;852;1468102564;854;1
1468102564;854;1468102564;856;1
1468102564;857;1468102564;859;1
1468102564;859;1468102564;861;1
1468102564;862;1468102564;864;1
1468102564;865;1468102564;866;1
1468102564;867;1468102564;869;1
1468102564;870;1468102564;871;1
1468102564;872;1468102564;874;1
1468102564;875;1468102564;877;1
1468102564;877;1468102564;879;1
1468102564;880;1468102564;882;1
1468102564;882;1468102564;884;1
1468102564;885;1468102564;887;1
1468102564;888;1468102564;890;1
1468102564;890;1468102564;892;1
1468102564;893;1468102564;895;1
1468102564;895;1468102564;897;1
1468102564;898;1468102564;900;1
1468102564;901;1468102564;902;1
1468102564;903;1468102564;905;1
1468102564;906;1468102564;908;1
1468102564;908;1468102564;910;1
1468102564;911;1468102564;913;1
1468102564;914;1468102564;915;1
1468102564;916;1468102564;918;1
1468102564;919;1468102564;921;1
1468102564;921;1468102564;923;1
1468102564;924;1468102564;926;1
1468102564;927;1468102564;928;1
1468102564;929;1468102564;931;1
1468102564;932;1468102564;934;1
1468102564;934;1468102564;936;1
1468102564;937;1468102564;939;1
1468102564;939;1468102564;941;1
1468102564;942;1468102564;944;1
1468102564;945;1468102564;946;1
1468102564;947;1468102564;949;1
1468102564;950;1468102564;951;1
1468102564;952;1468102564;954;1
1468102564;955;1468102564;957;1
1468102564;957;1468102564;959;1
1468102564;960;1468102564;962;1
1468102564;962;1468102564;964;1
1468102564;965;1468102564;967;1
1468102564;968;1468102564;969;1
1468102564;970;1468102564;972;1
1468102564;973;1468102564;974;1
1468102564;975;1468102564;977;1
1468102564;978;1468102564;980;1
1468102564;980;1468102564;982;1
1468102564;983;1468102564;985;1
1468102564;986;1468102564;987;1
1468102564;988;1468102564;990;1
1468102564;991;1468102564;993;1
1468102564;993;1468102564;995;1
1468102564;996;1468102564;998;1
1468102564;999;1468102565;0;2
1468102565;1;1468102565;3;1
1468102565;4;1468102565;6;1
1468102565;6;1468102565;8;1
1468102565;9;1468102565;11;1
1468102565;12;1468102565;13;1
1468102565;14;1468102565;16;1
1468102565;17;1468102565;19;1
1468102565;19;1468102565;21;1
1468102565;22;1468102565;24;1
1468102565;25;1468102565;26;1
1468102565;27;1468102565;29;1
1468102565;30;1468102565;31;1
1468102565;32;1468102565;34;1
1468102565;35;1468102565;36;1
1468102565;37;1468102565;39;1
1468102565;40;1468102565;42;1
1468102565;42;1468102565;44;1
1468102565;45;1468102565;47;1
1468102565;47;1468102565;49;1
1468102565;50;1468102565;52;1
1468102565;53;1468102565;54;1
1468102565;55;1468102565;57;1
1468102565;58;1468102565;60;1
1468102565;60;1468102565;62;1
1468102565;63;1468102565;64;1
1468102565;65;1468102565;67;1
1468102565;68;1468102565;70;1
1468102565;70;1468102565;72;1
1468102565;73;1468102565;75;1
1468102565;75;1468102565;77;1
1468102565;78;1468102565;80;1
1468102565;81;1468102565;82;1
1468102565;83;1468102565;85;1
1468102565;86;1468102565;87;1
1468102565;88;1468102565;90;1
1468102565;91;1468102565;93;1
1468102565;93;1468102565;95;1
1468102565;96;1468102565;98;1
1468102565;99;1468102565;100;1
1468102565;101;1468102565;103;1
1468102565;104;1468102565;106;1
1468102565;106;1468102565;108;1
1468102565;109;1468102565;111;1
1468102565;112;1468102565;113;1
1468102565;114;1468102565;116;1
1468102565;117;1468102565;119;1
1468102565;120;1468102565;121;1
1468102565;122;1468102565;124;1
1468102565;125;1468102565;126;1
1468102565;127;1468102565;129;1
1468102565;130;1468102565;132;1
1468102565;132;1468102565;134;1
1468102565;135;1468102565;137;1
1468102565;137;1468102565;139;1
1468102565;140;1468102565;142;1
1468102565;143;1468102565;144;1
1468102565;145;1468102565;147;1
1468102565;148;1468102565;150;1
1468102565;150;1468102565;152;1
1468102565;153;1468102565;155;1
1468102565;156;1468102565;157;1
1468102565;158;1468102565;160;1
1468102565;161;1468102565;163;1
1468102565;163;1468102565;165;1
1468102565;167;1468102565;168;1
1468102565;169;1468102565;171;1
;;;;
;;;Durchschnitt:;1,015
;;;Minimum:;1
;;;Maximum:;2
;;;Anzahl an Tests:;1000
